,PMCIDS,keywords,TPS_match,TPS._match
384,PMC7464036,"Secondary metabolites', 'Heartwood', 'Western redcedar', 'Diterpene Synthase'","TpdiTPS1', 'TpdiTPS1', 'TpdiTPS2', 'TpdiTPS1,', 'TpdiTPS1', 'TpdiTPS1', 'TpdiTPS1', 'TpdiTPS2', '(PaTPS-LAS)', 'TpdiTPS3', 'TpdiTPS3', 'TpdiTPS3', 'TpdiTPS3', 'TpdiTPS3', 'TpdiTPS3', 'TpdiTPS1,', 'TpdiTPS1', 'TpdiTPS1', 'TpdiTPS1', 'TpdiTPS1', 'TpdiTPS3', 'TpdiTPS1â€“3.', 'TpdiTPS1,', 'TpdiTPS1,', 'TpdiTPS1â€“3', 'TpdiTPS1', 'TpdiTPS3', 'TpdiTPS2', 'TpdiTPS3', 'TpdiTPS1', 'TpdiTPS3'",
385,PMC5530694,"Brassicaceae', 'Convergent Evolution', 'Plant Natural Products', 'Cyclization Mechanism', 'Sesterterpene Biosynthesis'",,
386,PMC3239897,NaN,,
387,PMC3469648,NaN,"TPS),'",
388,PMC6312540,NaN,,
389,PMC7216305,"Vitis vinifera', 'Terpene', 'Gene Annotation', 'Carbocation Cascade', 'Functional Genomic Analysis'","VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS-containing', 'VviTPS', 'TPS-g', 'VviTPS', 'VviTPS-c', 'VviTPS-a,', 'VviTPS-b', 'VviTPS-g', 'VviTPS-a', 'VviTPS-b', 'TPS-b', 'TPS-b', 'mono-TPS', 'mono-TPS', 'VviTPS', 'VviTPS-a,', 'VviTPS-a', 'VviTPS-a', 'VviTPS-Like', 'VviTPS-like', 'VviTPS-like', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'VviTPS', 'TPS-g', 'TPS-a', 'TPS-b', 'VviTPS-g', 'VviTPS-g', 'TPS-g', 'TPS-g', 'VviTPS-g', 'VviTPS-g', 'VviTPS', 'VviTPS-g', 'VviTPS-g', 'VviTPS-g'",
390,PMC4436139,NaN,,
391,PMC5281624,"High temperature', 'Climate change', 'Grapevine', 'Microclimate', 'Microarrays', 'Berry Development', 'Metabolomics/metabolite Profiling'","(TPS)', 'TPS,', 'TPS', 'TPS', 'TPS', 'VviTPS25,', 'VviTPS26,', 'VviTPS50).', 'TPS'",
392,PMC6093345,NaN,"MTPSs,', 'PbTPS5,', 'PbTPS7,', 'PbTPS9,', 'PbTPS10)', 'MTPSs,', 'PbTPS5', 'PbTPS10', 'TPS5,', 'TPS9,', 'TPS10', 'TPS7', 'MTPSs.', 'TPS7', 'TPS', 'TPS7', 'MTPSs)', 'PbTPS5,', 'PbTPS9,', 'PbTPS10', 'TPS7', 'MTPSs', 'PbTPS5,', 'PbTPS10', 'PbTPS5p,', 'PbTPS10p)', 'PbTPS10p,', 'PbTPS5p.', 'PbTPS5p', 'PbTPS10p.', 'PbTPS5p'",
393,PMC6531464,NaN,"PnTPS3,', 'PnTPS3', 'PtTPS6', 'PnTPS3', 'PnTPS3', 'PnTPS3'",
394,PMC6156593,NaN,"TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'DdTPS6', 'DdTPS2.', 'DdTPS6', 'DdTPS2', 'DdTPS6/2', 'DpTPS', 'DdTPSs', 'DdTPS8', 'DdTPS', 'DpTPS1', 'DdTPS6', 'DpTPS', 'DpTPSs', 'DpTPS1,', 'DpTPS9', 'DpTPS12.', 'DpTPS12.', 'DpTPS12.', 'DpTPS12', 'DpTPS1', 'DpTPS9,', 'TPS', 'DpTPS9', 'DdTPS5', 'DpTPS1', 'DdTPS6.', 'DpTPS5', 'DdTPS3,', 'DdTPS5', 'DpTPS', 'TPS', 'DpTPS1,', 'DpTPS8,', 'DpTPS9', 'DpTPS12,', 'DpTPS3,', 'DpTPS5,', 'DpTPS6', 'DpTPS7,', 'DpTPS2,', 'DpTPS4,', 'DpTPS10', 'DpTPS', 'DpTPS2', 'DpTPS1', 'DpTPS7', 'DpTPS9', 'DpTPS12', 'DpTPS', 'DpTPS', 'DdTPS', 'DdTPS', 'DdTPS1', 'DdTPS8,', 'TPSs', 'DpTPS1', 'DdTPS6', 'DfTPS1', 'AsTPS1', 'PpTPS18', 'DlTPS1', 'DpTPS1', 'DdTPS6', 'DfTPS1,', 'AsTPS1,', 'PpTPS18', 'DlTPS1', 'TPSs', 'DpTPS1', 'DdTPS6', 'TPSs', 'TPSs', 'DpTPSs', 'DpTPS1', 'DpTPS10', 'DpTPS3,', 'DpTPS4,', 'DpTPS6,', 'DpTPS7,', 'DpTPS8,', 'DpTPS11,', 'DpTPS12', 'DpTPS2', 'DpTPS9', 'DpTPS5', 'DpTPSs', 'TPS', 'TPSs', 'TPS', 'TPS', 'DpTPS1-12),', 'TPS', 'TPS', 'DdTPSs', 'DpTPSs', 'DpTPSs', 'TPS', 'DpTPS1', 'DpTPSs', 'DpTPS2', 'DpTPS6', 'DpTPS11', 'DpTPS12', 'DpTPS1,', 'DpTPS6,', 'DpTPS2/9,', 'DpTPS4/5', 'DdTPS6,', 'DdTPS8,', 'DdTPS5,', 'DdTPS3,', 'DdTPS', 'DpTPS', 'DpTPS1', 'DdTPS6,', 'DpTPS6', 'DdTPS8,', 'DpTPS6', 'DdTPS8', 'DpTPS7', 'DdTPS8.', 'DpTPS2', 'DpTPS9.', 'DdTPS5', 'DpTPS2,', 'DpTPS4', 'DpTPS5.', 'DpTPS4', 'DpTPS5', 'DpTPS5', 'DdTPS3.'",
395,PMC7433921,"Genome', 'Alkaloid', 'Terpene synthase', 'Linked Reads', '10Ã—', 'Chiococca Alba'","CaTPS2', 'CaTPS2', 'CaTPS3', 'CaTPS4', 'TwTPS21/EpTPS1', 'CaTPS2', 'CaTPS3', 'CaTPS4.', 'CaTPS2', 'diTPS', 'CaTPS2', 'CaTPS4.', 'diTPSs', 'CaTPS1', 'CaTPS2,', 'diTPS', '(CfTPS3),', 'diTPS,', '(CfTPS1),', '(TwTPS21),', '(CfTPS2).', 'CaTPS1', 'CaTPS2.', 'diTPSs', 'diTPSs,', 'CaTPS3-5', 'CaTPS1,', 'CaTPS2,', '(CaTPS1', 'CaTPS3', 'CaTPS4', 'ZmAN2/NmTPS2', 'CaTPS3', 'CaTPS4', 'diTPSs', 'CaTPS3', 'CaTPS4', 'CaTPS3', 'CaTPS4', 'CaTPS3', 'CaTPS4', 'diTPS', 'diTPS', 'diTPSs', 'diTPSs', 'diTPSs', 'diTPSs.', 'CaTPS2', 'NmTPS2', 'TwTPS21/EpTPS1', 'CfTPS2/CfTPS3', 'CfTPS2/CfTPS3', 'CaTPS2', 'CaTPS1', 'CaTPS1', 'CaTPS1', 'CaTPS1', 'NmTPS2,', 'CfTPS3', 'CaTPS1/NmTPS2', 'ZmAN2/NmTPS2', 'CaTPS1', 'CfTPS3', 'diTPS', 'CaTPS1', 'CfTPS3', 'CaTPS1', 'diTPSs', 'CaTPS1', 'TPS', 'TPS', 'monoTPS', 'sesquiTPS', 'sesquiTPS', 'TPS', 'sesquiTPS', 'CaTPS5', 'diTPS', 'CaTPS5', 'CaTPS1', 'CaTPS5', 'TPS', 'CaTPS1,', 'CaTPS5,', 'TPSs', 'TPS', 'diTPSs', 'diTPS', 'CaTPS1,', 'diTPSs', '(TPS-c', 'CaTPS3,', 'diTPSs', '(TPS-e', 'diTPSs.', 'CaTPS10', 'TPS-f', '(TPS4;', 'diTPSs', 'diTPSs,', 'CaTPS1,', 'CaTPS2', 'diTPSs,', 'CaTPS3,', 'CaTPS4,', 'CaTPS5', 'TPSs.', 'diTPSs,'",
396,PMC4284690,NaN,"(TPS54,', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS54', 'TPS56', 'TPS56', 'VvTPS56.', 'VvTPS56', 'TPS-g', 'TPS-b', 'TPS-d'",
397,PMC6289116,NaN,,
398,PMC6385206,,,
399,PMC5761147,"Pathway Mapping', 'Phytochemicals', 'Terpene Synthase (Tps)', 'Go Clustering', 'Prenyl Transferase (Pt)', 'Terpenome', 'Hidden Markov Models (Hmm)'","TPS', 'TPSs', 'TPSs', 'DiTPSs.', 'MonoTPS,', 'DiTPS', 'SesquiTPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSc', 'TPSe_f', 'TPSs,', 'TPSs', 'TPS', 'di-TPSs', 'sesqui-TPS', 'di-TPS', 'TPSs', 'TPSs.', 'TPS', 'TPSs,', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPS,', 'TPSs', 'TPSs', 'TPSa,', 'TPSb,', 'TPSc,', 'TPSd,', 'TPSe_f', 'TPSg', 'TPSs', 'TPS', 'TPSs', 'TPS', 'DiTPSs', 'TPSs.', 'TPSs', 'TPSs,', 'TPSa', 'TPSc', 'TPSs', 'TPSd', 'TPSs', 'TPS', 'TPSc', 'monoTPS,', 'diTPS', 'sesqui-TPS', 'TPS', 'TPSc', 'TPSe_f', 'Di-TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPS', 'DiTPS', 'TPSs.', 'DiTPSs', 'DiTPSâ€”If', 'TPS', 'sesqui-TPSs)', 'TPSa', 'TPSg', 'TPSa,', 'TPSb,', 'TPSc,', 'TPSd,', 'TPSe_f', 'TPSg', 'TPS', 'TPSs.', 'TPSs', 'TPSd', 'TPS', 'TPSs,', 'TPSa', 'TPS', 'TPS', 'TPS', 'Di-TPSs', 'sesqui-TPSs.', 'TPSs', 'TPS', 'Sesqui-TPSs,', 'TPSs', '(TPSa-TPSe/f).', 'TPSs.', 'TPSs', 'TPS'",
400,PMC8147058,"Gene Expression', 'Fruit Flavour', 'Volatile Aroma Compounds', 'â€˜Ruixueâ€™ (Malus\u2009Ã—\u2009Domestica Borkh.)', 'Gas Chromatography-mass Spectrometry (Gcâ€“ms)'",,
401,PMC4597268,NaN,"mono-TPSs', 'sesqui-TPSs,'",
402,PMC6747315,"Signaling', 'Tea', 'Herbivore', 'Volatile', 'Aroma', 'jasmonic acid', 'Camellis Sinensis', 'Î‘-farnesene Synthetase'","TPS', 'TPS-a,', 'TPS-b,', 'TPS-g,', 'TPS-d1'",
403,PMC5087028,"Evolution', 'Volatiles', 'Chemical ecology', 'amoebae', 'Terpene Synthases'",,
404,PMC5853461,"Transcription factor', 'Fruit', 'Ripening', 'Volatile', 'Terpene synthase', 'Ap2/erf'","CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'TPS', 'TPS', 'TPS', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'TPS-b', 'TPS-b', 'CitTPS16', 'TPSs', 'RlemTPS3', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16,', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16.', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16.', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16', 'CitTPS16,', 'CitTPS16'",
405,PMC3583023,NaN,,
406,PMC4277265,"Chitinase', 'Aquaporin', 'Drought', 'Blue stain fungi', 'Systemic', 'Terpene synthase', 'DREB', 'Range Expansion', 'Dendroctonus Ponderosae', 'Jack Pine', 'Lodgepole Pine', 'NaÃ¯ve Host'","TPS', 'TPS', 'PcTPS-(+)Î±\u2005', 'PcTPS-3car1,', 'PcTPS-LAS1', 'TPSs', 'TPSs', 'TPSs', 'PcbTPS-3car1', 'PcbTPS-LAS1and', 'PcbTPS-(+)Î±\u2005', 'PcbTPS-3car1,'",
407,PMC4232691,NaN,"TPSs,', '(TPS)', 'MsTPS1', 'MsTPS2', 'MsTPSs', 'MsTPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS.', 'MsTPS1', 'MsTPS2', 'TPS-a', 'MsTPS1', 'MsTPS2', 'MsTPS1', 'MsTPS2', 'MsTPS2', 'TPSs', 'MsTPS1', 'MsTPS2', 'MsTPS1', 'MSTPS2', 'TPSs', 'TPSs', 'MsTPS1', 'MsTPS2', 'MsTPS2'",TPS.'
408,PMC2710562,NaN,,
409,PMC6321707,"celangulin V', 'Transcriptome', 'secondary metabolism', 'Natural Insecticides', 'Sesquiterpene Biosynthesis', 'Celastrus Angulatus Maxim'","TPS-a', 'TPS-b'",
410,PMC6152738,"Santalum album', 'Sandalwood', 'Chemical Diversity', 'Î’-santalol', 'E,e-farnesol', 'Santalum Spicatum', 'Î‘-santalol', 'Naturally Occurring Chemical Variation', 'Sesquiterpene Fragrance'",,
411,PMC2729077,NaN,"TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-d'",
412,PMC7252214,"Diterpenoid', 'Andrographis paniculata', 'Glucosyltransferase', 'TPS', 'Genome sequence'",,
413,PMC5997730,NaN,,
414,PMC6412734,"Urea', 'Trichome', 'Apical bud', 'Trypsin Digestion', 'Guanidine-hcl', 'Nlc-ms/ms'","(TPS,', '(CsTPS)'",
415,PMC3437839,NaN,,
416,PMC4197230,NaN,"TPS', 'TPS', 'TPS', 'PtTPS5', 'PtTPS15', 'TPS', 'TPS', 'PtTPS5-', '(PtTPS6,', 'PtTPS12,', 'PtTPS13,', 'PtTPS15),', '(PtTPS5,', 'PtTPS7,', 'PtTPS8,', 'PtTPS9,', 'PtTPS11,', 'PtTPS14)', '(PtTPS10).', 'PtTPS5-15', 'PtTPS11', 'PtTPS14', 'PtTPS11', 'PtTPS14', 'PtTPS15.', 'PtTPS15,', 'PtTPS3', 'TPS10,', 'PtTPS6,', 'PtTPS12', 'PtTPS13', 'PtTPS15', 'PtTPS10.', 'TPS', 'TPS', 'TPS', 'PtTPS1-', 'TPS', 'TPSs', 'TPS', 'TPSs', 'TPS-', 'TPS-', 'TPSs,', 'TPS-', 'TPS-', 'TPS-', 'TPS', 'TPS-', 'TPS-', 'TPS-', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'PtTPS2,', 'TPS', 'PtTPS5-', 'PtTPS5-', 'PtTPS9,', 'PtTPS10,', 'PtTPS12', 'PtTPS15', 'PtTPS5', 'PtTPS11/', 'PtTPS11/', 'PtTPS11', 'PtTPS14', 'PtTPS7', 'PtTPS13,', 'PtTPS6', 'PtTPS8', 'CqTPS', 'PtTPS', 'PtTPS11/', 'PtTPS12', 'PtTPS6', 'PtTPS9', 'PtTPS', 'PtTPS6', 'PtTPS9,', 'TPS', 'PtTPS6', 'PtTPS9', 'PtTPS6', 'PtTPS9', 'PtTPS6', 'PtTPS9', 'PtTPS9', 'TPSs', 'PtTPS9', 'PtTPS11', 'PtTPS5,', 'PtTPS7', '(PtTPS11)', '(PtTPS7)', 'PtTPS7', 'PtTPS11', '(PtTPS11)', '(PtTPS7)', 'PtTPS5,', 'PtTPS7,', 'PtTPS9', 'PtTPS11,', 'PtTPS14', 'PtTPS8,', 'PtTPS11', '(PtTPS5,', 'PtTPS7,', 'PtTPS9)', '(PtTPS8,', 'PtTPS14)', 'PtTPS10', 'PtTPS10.', 'TPSs', 'TPS,', 'TPS', 'PtTPS6', 'PtTPS12', 'PtTPS13', '(PtTPS6,', 'PtTPS12,', 'PtTPS13', 'PtTPS15)', 'PtTPS6', 'PtTPS15,', 'PtTPS12', 'PtTPS13', 'PtTPS6', 'PtTPS13', 'PtTPS12', 'PtTPS15', 'PtTPS9', 'PtTPS15,', 'PtTPS12', 'PtTPS11'",
417,PMC8153298,"Anthurium andraeanum', 'VOCs', 'Gene Expression', 'Floral Scent', 'Hybrid Progenies'","AaTPS,', 'AaTPS)', 'AaTPS,', 'AaTPS,'",
418,PMC3668260,NaN,"(PbTPS(+)3car1,', 'PbTPS(+)3car1)', '(PcTPS(+)3car1)', 'mono-TPS', 'PcTPS-(âˆ’)Î_pin1,', 'PcTPS-mono1', 'PbTPS-(âˆ’)Î_pin1,', 'PbTPS-(âˆ’)Î_pin2', '(PcTPS-mono1)', 'PbTPS-(âˆ’)Î±/Î_pin1', '(PbTPS-Î±terp)', '(PcTPS-Î±terp)', 'PtTPS-(âˆ’)Î±terp', 'PbTPS-Î±terp', 'PcTPS-Î±terp', 'PbTPS-Î±terp', 'PcTPS-Î±terp', 'mono-TPS', 'TPSs', 'TPSs', 'mono-TPSs', 'mono-TPSs,', 'di-TPSs', 'mono-TPS', 'mono-TPS', 'mono-TPSs', 'mono-TPSs.', 'mono-TPS', 'TPS', 'TPS', 'mono-TPSs.', 'TPSs,', 'TPSs,', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'Mono-TPS', 'PcTPS-(+)Î±pin1', 'PbTPS-(+)Î±pin1,', '(PbTPS-mono1,', 'PbTPS-mono2)', 'PcTPS-(âˆ’)Î±pin1,', 'PbTPS-(âˆ’)Î±pin1', 'PcTPS-(âˆ’)Î_phell1,', 'PcTPS-(âˆ’)Î_phell2', 'PbTPS-(âˆ’)Î_phell1', 'PbTPS-(+)Î±pin1,', 'PcTPS-(+)Î±pin1and', 'PtTPS-(+)Î±pin1.', 'PcTPS-(âˆ’)camp/(+)Î±pin', 'TPS,', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'mono-TPSs', 'mono-TPSs', 'TPS-d1', 'mono-TPSs', 'mono-TPSs', 'mono-TPS'",
419,PMC5683525,"Zea mays', 'Phytoalexin', 'Rna-seq', 'Kauralexin', 'Cercospora Zeina', 'Grey Leaf Spot'",,
420,PMC1876254,NaN,"TPSb', 'TPSb', 'TPSg'",
421,PMC2336800,NaN,,
422,PMC3215867,NaN,,
423,PMC6124719,NaN,"TPSs', 'TPSs.', 'PtTPSs', 'PtTPS1,', 'PtTPS4,', 'PtTPS6,', 'PtTPS7', 'TPS-b', 'mono-TPSs,', 'PtTPS5', 'TPS-a', 'sesqui-TPSs,', 'PtTPS2', 'PtTPS3', 'TPS-g', 'PtTPS2,', 'PtTPS4,', 'PtTPS5,', 'PtTPS6', 'TPSs', 'PtTPS1', 'PtTPSs,'",
424,PMC5371325,NaN,"TPS', 'TPS', 'CsTPS', 'CsTPSFN', 'TPS', 'CsTPSFN', 'TPS', 'TPS', 'CsTPSFN', '(CsTPS1FN,', 'CsTPS2FN,', 'CsTPS3FN,', 'CsTPS5FN,', 'CsTPS6FN)', 'TPS-b', '(CsTPS4FN,', 'CsTPS7FN,', 'CsTPS8FN,', 'CsTPS9FN)', 'TPS-a', 'CsTPSFN', 'TPS-b', 'CsTPS1FN', 'CsTPS2FN,', 'CsTPS1', 'CsTPS2', '(CsTPS1)', '(CsTPS2)', 'CsTPSFN', 'TPS-b', 'CsTPSFN', 'TPS-b', 'CsTPS1FN,', 'CsTPS2FN,', 'CsTPS5FN,', 'CsTPS6FN,', 'CsTPS3FN', 'TPS-b', 'CsTPS13PK,', 'CsTPS30PK,', 'CsTPS33PK,', 'CsTPS', 'CsTPS1FN', 'CsTPS2FN', 'CsTPS3FN', 'CsTPS30PK', 'CsTPS5FN', 'CsTPS3FN', 'CsTPS30PK,', 'CsTPS5FN', 'CsTPS5FN', 'CsTPS5FN', 'TPS-b', 'CsTPS5FN', 'TPS-b', 'CsTPS6FN', 'TPS', 'CsTPS13PK,', 'CsTPS6FN.', 'CsTPS13PK', 'TPS', 'CsTPS33PK,', 'CsTPSFN', 'TPS-a', 'TPS-a', 'CsTPS4FN,', 'CsTPS7FN,', 'CsTPS8FN,', 'CsTPS9FN,', 'CsTPS4FN', 'CsTPS4FN', 'CsTPS7FN', 'CsTPS7FN', 'CsTPS7FN', 'CsTPS8FN', 'CsTPS8FN', 'CsTPS9FN', 'CsTPS9FN', 'CsTPS', 'CsTPS5FN,', 'CsTPS5FN', 'CsTPS', 'CsTPS5FN', 'CsTPS5FN,', 'TPS', 'CsTPS', 'CsTPS1FN,', 'CsTPS2FN,', 'CsTPS3FN,', 'CsTPS6FN,', 'CsTPS9FN', 'CsTPS', 'CsTPS.', 'CsTPS2FN', 'TPS', 'CsTPS6FN', 'CsTPS1FN'",CsTPS.'
425,PMC4273207,NaN,"TPS', 'TPS', 'TPS', 'TPS', 'TPSs'",
426,PMC3243410,NaN,,
427,PMC7293187,"Biosynthesis', 'Monoterpene', 'Transcriptome', 'transcriptional factors', 'Terpene synthase', 'Terpene', 'Bpps', 'Tianran Bingpian', 'C. Burmanni', 'D-borneol'","TPS', 'TPS', 'CbTPS2', 'TPS-b', 'CbTPS2', 'mono-TPS', 'CbTPS2', 'CbTPS3', 'CbTPS3', 'CbTPS2', 'CbTPS3', 'TPS', 'CbTPS2', 'CbTPS3)', 'CbTPS2', 'CbTPS3'",
428,PMC5568196,"Breeding', 'Citrus', 'QTL', 'Molecular marker', 'Aroma Volatile'","TPS3,', 'TPS4', 'TPS14,', '(TPS1)'",
429,PMC7125107,NaN,"TPS', '(TPS-b)', 'TPS-b', 'TPS', 'Mono-TPS', 'TPS-b', 'TPS-g', 'TPS', 'TPS-b', 'LcuTPS22', 'LcuTPS22', 'LcuTPS18,', 'LcuTPS42', 'TPSs', 'TPS-b', 'TPS', 'TPS-b', 'TPS-b', 'TPS-b', 'TPS-b', 'TPS-b', 'TPS-b', 'LcuTPS22'",
430,PMC3880125,NaN,,
431,PMC5678779,"Fruit ripening', 'Fruit softening', 'Fragaria vesca', 'Xyloglucan Endotransglycosylase/hydrolase', 'Qpcr Analysis', 'Woodland Strawberry', 'Cell Wall Disassembling', 'Xth Gene Family'",,
432,PMC7206992,"Tetraploid', 'Genome evolution', 'Metabolomics', 'Rna-seq', 'De Novo Coriander Genome', 'Terpenoid Biosynthesis Pathway'","(TPS)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSâ€êa', 'TPS', 'TPSâ€êg', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSâ€êa', 'TPSâ€êf', 'TPSâ€êg', 'TPS'",
433,PMC4492009,NaN,"TPS', 'TPS', 'TPS', 'TPS', 'TPS9-sesquiterpene', 'TPS10', 'TPS12', 'TPS9', 'TPS12', 'TPS', 'TPS', 'TPS3', 'TPS', 'TPS', 'TPS', 'TPS24-KS', 'TPS24-KS', 'TPS24-KS', 'TPS'",
434,PMC7163982,NaN,,
435,PMC3520730,NaN,"SsdiTPS3', 'diTPS', 'diTPS', 'diTPSs.', 'diTPS', 'diTPS', 'diTPSs', 'SsdiTPS3)', 'SsdiTPS3.', 'SsSdiTPS3', 'SsdiTPS3', 'diTPSs', 'TPS-c', 'diTPSs', 'diTPSs', 'SsdiTPS3', 'TPS-e/f', 'TPS-e', 'diTPSs', 'diTPS', 'diTPS', 'diTPS', 'diTPS', 'SsdiTPS3', 'TPS-e', 'diTPSs', 'SsdiTPS3', 'SsdiTPS3', 'SsdiTPS3', 'SsdiTPS3,', 'SsdiTPS3.', 'diTPS', 'SsdiTPS3', 'SsdiTPS3', 'diTPS-catalyzed'",
436,PMC3793921,NaN,"TPS', 'TPS', 'TPS', 'TPS'",
437,PMC5777610,"Biosynthesis', 'Terpenoids', 'Floral Volatiles', 'Emission Dynamics', 'Methyl Jasmonate Treatments'",,
438,PMC6995508,"Tea', 'Geraniol', 'Camellia sinensis', 'Volatile', 'Aroma', 'Green Leafhopper'","EoTPS)', 'EoTPS', 'EoTPS', 'EoTPS,', 'EoTPS'",
439,PMC6320843,"Methyl jasmonate', 'Weed', 'Ricefield', 'Sesquiterpenoid', 'biotic stress', 'antifungal', 'Flatsedge'","(TPS)', 'TPS', 'TPS.', 'TPS', 'TPS', 'TPS'",TPS.'
440,PMC5876372,NaN,"TPSs,', 'TPS', 'TPS'",
441,PMC5700745,"Lilium', 'Transcriptome', 'organogenesis', 'Gene Expression', 'Rna-seq'","TPS', '(TPS)', 'TPSs', 'TPS', 'LhTPS', 'TPS', 'LsTPS)', 'TPS', 'LsTPS', 'LcTPS1,', 'TPSs', 'TPSs', 'TPS,', 'TPS1', 'TPS2'",
442,PMC8278605,"Orchidaceae', 'Comparative genomics', 'Adaptive evolution', 'Apostasia Ramifera'","TPS)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-c', 'TPS-f', 'TPS-a', 'TPS-b'",
443,PMC5722872,NaN,,
444,PMC5511909,NaN,,
445,PMC8318001,"Recombinant protein', 'Phalaenopsis', 'Geraniol', 'Orchid', 'Monoterpene', 'Linalool', 'Terpene synthase', 'Floral Scent'","PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS10', 'PbTPSs', 'PbTPS', 'TPS-b', 'PbTPS5,', 'PbTPS7,', 'PbTPS9,', 'PbTPS10)', 'TPS-e/f', 'PbTPS3', 'PbTPS4)', 'PbTPS', 'PbTPS7,', 'PbTPS3,', 'PbTPS4,', 'PbTPS5,', 'PbTPS9,', 'PbTPS10', 'PbTPS3,', 'PbTPS4,', 'PbTPS5,', 'PbTPS9,', 'PbTPS10', 'PbTPS7', 'PbTPS-e/f', 'PbTPS-e/f', 'PbTPS3', 'PbTPS4,', 'PbTPS3', 'PbTPS4', 'PbTPS4', 'PbTPS3', 'PbTPS3', 'PbTPS4', 'PbTPS-b', 'TPS-b', 'PbTPS5', 'PbTPS10', 'PbTPS9', 'PbTPS5', 'PbTPS10', 'PbTPS9', 'TPS-b', 'PbTPS5,', 'PbTPS9,', 'PbTPS10', 'PbTPS5', 'PbTPS10', 'TPSs', 'TPS', 'PbTPS5-1,', 'PbTPS5-2,', 'PbTPS9-1,', 'PbTPS9-2-1,', 'PbTPS9-2-2,', 'PbTPS10-1,', 'PbTPS10-2,', 'PbTPS7', 'TPS-b', 'PbTPS4,', 'PbTPS3-1,', 'PbTPS3-2', 'TPS-e/f', 'TPS5-2,', 'TPS10-1,', 'PbTPS3,', 'PbTPS4,', 'PbTPS5,', 'PbTPS7,', 'PbTPS9,', 'PbTPS10.', 'TPS', 'PbTPS5,', 'PbTPS7,', 'PbTPS9,', 'PbTPS10', 'TPS-b', 'PbTPS3', 'PbTPS4', 'TPS-e/f', 'TPS-b', 'PbTPS5', 'PbTPS5', 'PbTPS5', 'PbTPS9', 'PbTPS9', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS10', 'PbTPS10', 'PbTPS10', 'PbTPS5', 'PbTPS10.', 'TPS-e/f', 'TPS-e/f', 'PbTPS3', 'PbTPS4,', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'PbTPS3', 'PbTPS4', 'MTPS', 'PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS10', 'PbTPS5,', 'PbTPS10.', 'PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS5', 'PbTPS10.', 'PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS10', 'PbTPS5', 'PbTPS10,', 'PbTPS5', 'PbTPS10'",
